original_path,original_category,final_category,store,filename,decision,changed,method,written_to,note
Cars & Motorsport/sparkstore/Dodge Challenger SRT Hellcat 'Muscle Legend' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Dodge Challenger SRT Hellcat 'Muscle Legend' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Dodge Challenger SRT Hellcat 'Muscle Legend' Frame.webp,
Cars & Motorsport/sparkstore/Dodge Charger 'Classic Muscle Heritage' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Dodge Charger 'Classic Muscle Heritage' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Dodge Charger 'Classic Muscle Heritage' Frame.webp,
Cars & Motorsport/sparkstore/Dodge Charger RT 'Family Fury' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Dodge Charger RT 'Family Fury' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Dodge Charger RT 'Family Fury' Frame.webp,
Cars & Motorsport/sparkstore/Dodge Charger SRT 'Dynamic Power' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Dodge Charger SRT 'Dynamic Power' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Dodge Charger SRT 'Dynamic Power' Frame.webp,
Cars & Motorsport/sparkstore/Dodge Durango SRT 'Automotive Excellence' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Dodge Durango SRT 'Automotive Excellence' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Dodge Durango SRT 'Automotive Excellence' Frame.webp,
Cars & Motorsport/sparkstore/Dodge Durango SRT 'Performance Beast' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Dodge Durango SRT 'Performance Beast' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Dodge Durango SRT 'Performance Beast' Frame.webp,
Cars & Motorsport/sparkstore/Dodge Viper GTS 'American Brutality' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Dodge Viper GTS 'American Brutality' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Dodge Viper GTS 'American Brutality' Frame.webp,
Cars & Motorsport/sparkstore/Dodge Viper GTS 'Viper Fury' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Dodge Viper GTS 'Viper Fury' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Dodge Viper GTS 'Viper Fury' Frame.webp,
Cars & Motorsport/sparkstore/Ducati Panigale V4 'Italian Dream' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ducati Panigale V4 'Italian Dream' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ducati Panigale V4 'Italian Dream' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 250 GT 'Timeless Elegance' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 250 GT 'Timeless Elegance' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 250 GT 'Timeless Elegance' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 250 GTO 'Legendary Racer' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 250 GTO 'Legendary Racer' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 250 GTO 'Legendary Racer' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 488 'Icon of Performance' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 488 'Icon of Performance' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 488 'Icon of Performance' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 488 'Legendary Elegance' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 488 'Legendary Elegance' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 488 'Legendary Elegance' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 488 GTB 'FR30' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 488 GTB 'FR30' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 488 GTB 'FR30' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 488 GTB 'Italian Masterpiece' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 488 GTB 'Italian Masterpiece' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 488 GTB 'Italian Masterpiece' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 488 GTB 'Racing Legend' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 488 GTB 'Racing Legend' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 488 GTB 'Racing Legend' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 'Autodromo Nazionale Monza' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 'Autodromo Nazionale Monza' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 'Autodromo Nazionale Monza' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 'Hamilton' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 'Hamilton' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari 'Hamilton' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 'Racing Icon' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 'Racing Icon' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ferrari 'Racing Icon' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari 'Red Rush' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari 'Red Rush' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ferrari 'Red Rush' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F1 'Hamilton's Legacy' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F1 'Hamilton's Legacy' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari F1 'Hamilton's Legacy' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F12 'Terrari 30' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F12 'Terrari 30' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari F12 'Terrari 30' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F30 'Art in Motion' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F30 'Art in Motion' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ferrari F30 'Art in Motion' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F30 'Speed Master' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F30 'Speed Master' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari F30 'Speed Master' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F40 'Beyond Speed' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F40 'Beyond Speed' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ferrari F40 'Beyond Speed' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F40 'Iconic Legend' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F40 'Iconic Legend' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari F40 'Iconic Legend' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F40 'Iconic Masterpiece' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F40 'Iconic Masterpiece' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari F40 'Iconic Masterpiece' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F40 'Racing Legend' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F40 'Racing Legend' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ferrari F40 'Racing Legend' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F40 'Scarlet Speed' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F40 'Scarlet Speed' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari F40 'Scarlet Speed' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari F430 'Ferrari's Finest' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari F430 'Ferrari's Finest' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari F430 'Ferrari's Finest' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari LaFerrari 'Ferrari's Finest' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari LaFerrari 'Ferrari's Finest' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ferrari LaFerrari 'Ferrari's Finest' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari LaFerrari 'Red Passion' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari LaFerrari 'Red Passion' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari LaFerrari 'Red Passion' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari LaFerrari 'Ultimate Elegance' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari LaFerrari 'Ultimate Elegance' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari LaFerrari 'Ultimate Elegance' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari SF71H 'Hamilton Legacy' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari SF71H 'Hamilton Legacy' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari SF71H 'Hamilton Legacy' Frame.webp,
Cars & Motorsport/sparkstore/Ferrari SF71H 'Hamilton Legend' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ferrari SF71H 'Hamilton Legend' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ferrari SF71H 'Hamilton Legend' Frame.webp,
Cars & Motorsport/sparkstore/Ford Bronco 'Bronco SUV' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford Bronco 'Bronco SUV' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ford Bronco 'Bronco SUV' Frame.webp,
Cars & Motorsport/sparkstore/Ford F-150 Raptor 'Desert-Born Beast' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford F-150 Raptor 'Desert-Born Beast' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ford F-150 Raptor 'Desert-Born Beast' Frame.webp,
Cars & Motorsport/sparkstore/Ford GT40 'Legendary Speed' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford GT40 'Legendary Speed' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ford GT40 'Legendary Speed' Frame.webp,
Cars & Motorsport/sparkstore/Ford GT 'Artistic Velocity' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford GT 'Artistic Velocity' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ford GT 'Artistic Velocity' Frame.webp,
Cars & Motorsport/sparkstore/Ford GT 'Supercar Legend' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford GT 'Supercar Legend' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ford GT 'Supercar Legend' Frame.webp,
Cars & Motorsport/sparkstore/Ford Mustang 'Classic Speed and Style' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford Mustang 'Classic Speed and Style' Frame.webp,keep,no,copy,Cars & Motorsport\sparkstore\Ford Mustang 'Classic Speed and Style' Frame.webp,
Cars & Motorsport/sparkstore/Ford Mustang 'Dynamic Drive' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford Mustang 'Dynamic Drive' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ford Mustang 'Dynamic Drive' Frame.webp,
Cars & Motorsport/sparkstore/Ford Mustang 'Performance Excellence' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford Mustang 'Performance Excellence' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ford Mustang 'Performance Excellence' Frame.webp,
Cars & Motorsport/sparkstore/Ford Mustang GT500 'Supercharged Power' Frame.webp,Cars & Motorsport,Cars & Motorsport,sparkstore,Ford Mustang GT500 'Supercharged Power' Frame.webp,dismiss,no,copy,dismissed\Cars & Motorsport\sparkstore\Ford Mustang GT500 'Supercharged Power' Frame.webp,
